,Name,Category of registration,Revenue,Nb employees,GUO Name,GUO Revenue,GUO Nb employees,BvD ID,Degree
1247,Ventient Energy,Companies and groups,194031.275202632,68.0,MOBIUS RENEWABLES MIDCO (JERSEY) LIMITED,,,GB10595093,1.0
1248,Artelys,Professional consultancies,,,DR ARNAUD ALBERT ANDRE RENAUD,,,FR428895676,1.0
1249,Stichting European Federation of Energy Traders,Trade and business associations,,,,,,NL34114458,4.0
1250,Alexander von Humboldt Institut für Internet und Gesellschaft,Academic institutions,,66.0,STIFTUNG INTERNET UND GESELLSCHAFT,,,DE2012311858,1.0
1251,Rhodium group,,6220.0,5.0,,,,US291991157L,2.0
1252,Adobe Systems Benelux bvba,,,30.0,ADOBE INC,17606.0,29239.0,BE0818320308,4.0
1253,Conseil Consultatif des eaux occidentales autrales,"Other organisations, public or mixed entities",,,,,,,4.0
1254,EKD-Büro Brüssel / EKD-Office Brussels,Organisations representing churches and religious communities,,,,,,,4.0
1255,Classifieds Marketplaces Europe,"Other organisations, public or mixed entities",,,,,,,2.0
1256,Българска стопанска камара - съюз на българския бизнес,Trade and business associations,,98.0,SDRUZHENIE BULGARSKA STOPANSKA KAMARA SAYUZ NA BULGARSKIA BIZNES,,98.0,BG831391124,4.0
1257,Madelin Innovation,Professional consultancies,,,MONSIEUR PAUL ROBERT MADELIN,,,BE0664531162,1.0
1258,Wirtschaftsrat der CDU e.V.,Trade and business associations,,117.0,WIRTSCHAFTSRAT DER CDU E.V.,,117.0,DE2012104909,14.0
1259,Germanwatch,"Non-governmental organisations, platforms and networks and similar",,70.0,,,,DE5030179873,7.0
1260,UNITAB,Trade unions and professional associations,1981328.2810607,100.0,TABCORP HOLDINGS LIMITED,1668.0,,AU085691738,2.0
1261,Minafin Group,,309639.164438844,921.0,MINAFIN,310.0,921.0,BE0660622953,6.0
1262,Rainbow Cities Network,,,,,,,NL75318067,1.0
1263,Regenerative Society Foundation,"Non-governmental organisations, platforms and networks and similar",,,,,,IT02952070346,1.0
1264,Polska Federacja Producentow Zywnosci Zwiazek Pracodawcow,,820.93596817553,6.0,,,,PL141761215,2.0
1265,Nederlandse Elasmobranchen Vereniging,"Non-governmental organisations, platforms and networks and similar",,,,,,NL57410739,3.0
1266,Fundacja WWF Polska,"Non-governmental organisations, platforms and networks and similar",7100.94831123948,97.0,,,,PL015481019,3.0
1267,Ashoka,"Non-governmental organisations, platforms and networks and similar",0.381999841561854,,ASHOKA OFFSHORE FUND VCC,,,SG201115784N,3.0
1268,SEB Pank AS,,223772.572636604,1050.0,SKANDINAVISKA ENSKILDA BANKEN AB,6194.0,16283.0,EE10004252,2.0
1269,Moët Hennessy,Companies and groups,753042.703899145,936.0,M ARNAULT BERNARD & FAMILY,,,FR338228414,2.0
1270,"Niezależny Samorządny Związek Zawodowy ""Solidarność""",Trade unions and professional associations,,5.0,NIEZALEZNY SAMORZADNY ZWIAZEK ZAWODOWY SOLIDARNOSC,,5.0,PL001376842,5.0
1271,Rare Earths Norway AS,Companies and groups,0.0,2.0,HUSTADLITT A/S,,,NO918662049,3.0
1272,Lloyd's Register,Companies and groups,521723.39758873,5000.0,,,,GBML7205602,2.0
1273,REWE ZENTRALFINANZ eG,Companies and groups,83233550.7352352,250439.0,REWE-ZENTRALFINANZ EG,83234.0,250439.0,DE5190000091,2.0
1274,National Retail Federation,Trade and business associations,30700.0,95.0,NATIONAL RETAIL FEDERATION,31.0,95.0,US131207988L,3.0
1275,European Hospital and Healthcare Employers' Association,"Other organisations, public or mixed entities",,,,,,,5.0
1276,UNIFE,Trade and business associations,7973.51166520476,21.0,,,,BE0453405417,22.0
1277,The Ad Hoc Partnership Limited,Trade and business associations,,,,,,GB11491337,4.0
1278,Cosentino Group,Companies and groups,1835504.18084372,5632.0,MR FRANCISCO MARTINEZ-COSENTINO JUSTO,,,ESA04348579,1.0
1279,OLX Global BV,Companies and groups,87405.8209999451,46.0,NASPERS LIMITED,8413.0,27573.0,NL34301226,5.0
1280,European Mortgage Federation - European Covered Bond Council,Trade and business associations,,,,,,,7.0
1281,European Fisheries Alliance,,,,,,,,1.0
1282,Koninklijke Vopak N.V.,Companies and groups,1478200.23077726,5696.0,KONINKLIJKE VOPAK NV,1478.0,5696.0,NL24295332,2.0
1283,International Artist Organisation,"Non-governmental organisations, platforms and networks and similar",,, ,,,FR812174795,1.0
1284,Generali Deutschland AG,,995551.139860153,,ASSICURAZIONI GENERALI SPA,85079.0,,DEFEI1007378,1.0
1285,European Institute of Studies on Prevention,"Non-governmental organisations, platforms and networks and similar",,,,,,,1.0
1286,Assogestioni - Italian Investment Management Association,Trade and business associations,,,,,,,1.0
1287,Défense des enfants - International Belgique,"Non-governmental organisations, platforms and networks and similar",,,,,,BE*967114326,1.0
1288,Federation of European Risk Management Associations,Trade unions and professional associations,,,,,,,2.0
1289,Nordvision,Companies and groups,548357.995704412,3329.0,SUOMEN VALTIO/ALV,0.0,2.0,FI02154388,1.0
1290,COMMISSARIAT D'INVESTISSEMENT A L'INNOVATION ET LA MOBILISATION ECONOMIQUE,"Other organisations, public or mixed entities",,, ,,,FR809032139,3.0
1291,JT International,Companies and groups,333284.581443027,,JAPAN TOBACCO INC,20036.0,52640.0,MY9244-D,1.0
1292,Greenchoice,Companies and groups,1112397.91996922,485.0,GREENCHOICE B.V.,1112.0,485.0,NL24302685,1.0
1293,Open Fiber,Companies and groups,433285.308423042,1220.0,REPUBBLICA ITALIANA,,,IT09320630966,7.0
1294,E-Garderobe,,133.80889955163,,MRS KARINA SOBIS,,,PL369702035,4.0
1295,"Intercontinental Exchange, Inc.",Companies and groups,9636000.0,8911.0,"INTERCONTINENTAL EXCHANGE, INC.",9636.0,8911.0,US462286804,9.0
1296,Reforest'Action,Companies and groups,18135.7164400799,,MR HALLAIRE STEPHANE LOUIS,,,FR494438146,1.0
1297,Gazprom,,170040518.113016,,GOVERNMENT OF THE RUSSIAN FEDERATION,,,RU00040778,2.0
1298,European Power Tool Association,Trade and business associations,,,,,,BE0735922568,1.0
1299,Eurasia Group Ltd,,12000.0,91.0,EURASIA GROUP LTD,12.0,91.0,US127539698L,1.0
1300,Schroders Investment Management (Europe) SA,Companies and groups,233999.36851491,313.0,SCHRODERS PLC,2986.0,6434.0,LULB37799,4.0
1301,ChargeUp Europe,Trade and business associations,,1.0,,,,BE0761520571,10.0
1302,Baker Hughes Holdings,Companies and groups,,3.0,BAKER HUGHES COMPANY,21156.0,55000.0,DE2070054300,4.0
1303,Youssou Ndour Foundation for Cultural and Creative Industries,"Non-governmental organisations, platforms and networks and similar",,,,,,,1.0
1304,Quartech,Professional consultancies,916.162030036449,15.0,,,,IT04558630168,1.0
1305,Waymo,Companies and groups,3520.0,5.0,,,,US360099296L,2.0
1306,Port of Antwerp-Bruges International,Companies and groups,,19.0,STAD ANTWERPEN,,1000.0,BE0466583658,3.0
1307,Blockchain and Virtual Currencies Working Group,Trade and business associations,,,,,,,1.0
1308,ARKEMA,Companies and groups,12353355.2730083,20944.0,ARKEMA,12353.0,20944.0,FR445074685,3.0
1309,European Network for Smoking and Tobacco Prevention,"Non-governmental organisations, platforms and networks and similar",,,,,,,1.0
1310,"Stripe, Inc.",Companies and groups,22900.0,13.0,STRIPE INC,23.0,13.0,US124301449L,9.0
1311,daa plc,Companies and groups,367064.433646202,2812.0,MINISTER FOR PUBLIC EXPENDITURE & REFORM,,,IE009401,2.0
1312,EUTurbines,Trade and business associations,,,,,,,1.0
1313,DFS Deutsche Flugsicherung GmbH,"Other organisations, public or mixed entities",1480440.08970261,6084.0,BUNDESREPUBLIK DEUTSCHLAND,,,DE6210105842,2.0
1314,European Toner & Inkjet Remanufacturers' Association,Trade and business associations,,,,,,BE0863321576,2.0
1315,Fundatia ADEPT Transilvania,"Non-governmental organisations, platforms and networks and similar",,,FUNDATIA ADEPT TRANSILVANIA,,,RO17034237,1.0
1316,AIG Europe S.A.,Companies and groups,4457112.17331886,,AMERICAN INTERNATIONAL GROUP INC.,45466.0,26200.0,LULB218806,3.0
1317,Gas Infrastructure Europe,Companies and groups,,7.0,,,,BE0478897017,12.0
1318,Swedish Institute for Standards,"Non-governmental organisations, platforms and networks and similar",,,,,,,1.0
1319,MBDA,Companies and groups,2918159.73409797,5707.0,MBDA,8.0,,FR378168470,5.0
1320,Danske Slagterier SA,Trade and business associations,,,LANDBRUG & FODEVARER F.M.B.A.,247.0,584.0,BE0440388314,2.0
1321,Argus Media Ltd,Companies and groups,131880.337336779,506.0,GA CONTINUITY I COÖPERATIEF U.A.,,,GB01642534,1.0
1322,Główny Instytut Górnictwa,Think tanks and research institutions,23376.3465977311,455.0,GOVERNEMENT OF THE REPUBLIC OF POLAND - MINISTERSTWO SKARBU PANSTWA,,,PL000023461,1.0
1323,Stichting ALLAI Nederland,,,,,,,NL72147717,2.0
1324,Michael Adam Sonenshine,Professional consultancies,,,,,,,1.0
1325,"UIRR, International Union for Road-Rail Combined Transport",Trade and business associations,,,,,,,7.0
1326,TD Bank Group,Companies and groups,,,,,,CA347829074L,1.0
1327,Gas Grid Group AISBL,Trade and business associations,,,,,,,1.0
1328,Paramount Global,Companies and groups,30154000.0,24500.0,NATIONAL AMUSEMENTS INC,25868.0,133247.0,US042949533,2.0
1329,Decathlon SE,Companies and groups,,,,,,SGT20FC0117G,4.0
1330,Airbnb Ireland UC,Companies and groups,,,,,,UY218477490013,8.0
1331,Bank Gospodarstwa Krajowego,Companies and groups,852378.592729568,2022.0,GOVERNEMENT OF THE REPUBLIC OF POLAND - MINISTERSTWO SKARBU PANSTWA,,,PL000017319,2.0
1332,Fluxys SA,Companies and groups,1287745.02635539,939.0,PUBLIGAZ - PUBLIGAS,0.0,,BE0402954628,9.0
1333,Polish Electricity Association,Trade and business associations,,,,,,,1.0
1334,Biodiversity Action Europe,,,,,,,GBCHA1178354,1.0
1335,ABO Wind AG,Companies and groups,250086.648611426,1036.0,ABO WIND AG,250.0,1036.0,DE6250141767,2.0
1336,Suomen Ylioppilaskuntien Liitto SYL ry,"Non-governmental organisations, platforms and networks and similar",106.659948825836,15.0,"SUOMEN YLIOPPILASKUNTIEN LIITTO (SYL) RY, FINLANDS STUDENTKAARERS FORBUND (FSF) RF",0.0,15.0,FI02023396,1.0
1337,Federation of European Academies of Medicine,"Non-governmental organisations, platforms and networks and similar",,,,,,BE0455764396,3.0
1338,Euronext,Companies and groups,1518542.22322166,2203.0,EURONEXT N.V.,1519.0,2203.0,NL60234520,14.0
1339,African Wildlife Foundation,"Non-governmental organisations, platforms and networks and similar",63700.0,48.0,"WIRELESS FOUNDATION, THE",64.0,48.0,US131197971L,1.0
1340,Liquid Gas Europe,Trade and business associations,,1.0,,,,BE0879660039,3.0
1341,BHP,Companies and groups,100000.0,2800.0,MR. AHMED SAIF BELHASA,,,AE0000116452,1.0
1342,Mosa Meat,Companies and groups,,142.0,,,,NL66104742,1.0
1343,European Aerospace Cluster Partnership,"Non-governmental organisations, platforms and networks and similar",,,,,,,4.0
1344,FREE NOW,Companies and groups,6383.03769517909,151.0,INTELLIGENT APPS GMBH,,,PT513709576,1.0
1345,Stichting Goed Hout & Goed Papier!,"Non-governmental organisations, platforms and networks and similar",,6.0,,,,NL30158761,1.0
1346,InoCloud,Companies and groups,,,,,,GB10887255,1.0
1347,"Enterprise Rent A Car UK, Ltd.",,1703609.46736145,5108.0,JACK TAYLOR FAMILY VOTING TRUST U/A/D 4/14/99,,,GB02946689,5.0
1348,McLarty Associates,Professional consultancies,4060.0,35.0,,,,US186852045L,5.0
1349,European Travel Retail Confederation,Trade and business associations,,,,,,GB07970095,4.0
1350,Febelfin,Trade and business associations,11500.9758923697,44.0,,,,BE0542393217,2.0
1351,Proteon Pharmaceuticals S.A.,Companies and groups,1537.55285596848,127.0,PROTEON PHARMACEUTICALS S.A.,2.0,127.0,PL100040255,1.0
1352,"Galp Energia, SGPS, SA",Companies and groups,28969908.7005854,6715.0,GALP ENERGIA SGPS S.A.,28970.0,6715.0,PT504499777,15.0
1353,Africa Platform,"Non-governmental organisations, platforms and networks and similar",5.24720147252083,,,,,GH00006890806121383,1.0
1354,Pohjolan Voima Oyj,Companies and groups,652363.178403974,42.0,SKANDINAVISKA ENSKILDA BANKEN AB,6194.0,16283.0,FI02101614,5.0
1355,Deutsche Umwelthilfe e.V.,"Non-governmental organisations, platforms and networks and similar",,100.0,DEUTSCHE UMWELTHILFE E.V.,,100.0,DE7130025588,6.0
1356,Institut de Recherche pour le Développement,Think tanks and research institutions,,,,,,CMM028400013494A,1.0
1357,The Association For International Sport for All,"Non-governmental organisations, platforms and networks and similar",,,,,,,1.0
1358,European Liaison Committee for Agriculture and agri-food trade,Trade and business associations,,,,,,,9.0
1359,"EUROCINEMA, Association de producteurs de cinéma et de télévision",Trade unions and professional associations,,,,,,GT284606398246,2.0
1360,Comissão Central de Trabalhadores da Petrogal,,,,,,,,1.0
1361,Aviva Plc,Companies and groups,22831442.1309233,,AVIVA PLC,22831.0,,GB02468686,2.0
1362,Aquila Capital Investmentgesellschaft mbH,,,120.0,MR EMANUEL ROSSLENBROICH ROMAN,,,DE2151574829,1.0
1363,Institut für Weltwirtschaft,Think tanks and research institutions,,,,,,,3.0
1364,European Music Council,"Non-governmental organisations, platforms and networks and similar",,,,,,,1.0
1365,Union des Organisations de secours et soins médicaux France,,,,,,,,2.0
1366,JA Europe,,16330.8168216485,131.0,J & A (INTERNATIONAL) HOLDINGS LIMITED,16.0,131.0,GB01567572,3.0
1367,DRUŠTVO SVETOVNO OMREŽJE ZA ZELENO INFRASTRUKTURO WGIN,,,,,,,SI2709481,2.0
1368,European Metropolitan Transport Authorities,"Non-governmental organisations, platforms and networks and similar",,,,,,,2.0
1369,International Road Transport Union Permanent Delegation to the EU,Trade and business associations,590.0,3.0,,,,US281341523L,14.0
1370,Fédération Nationale d'Agriculture Biologique des régions de France,Trade unions and professional associations,,,,,,,2.0
1371,Impact Lab BV,,,,,,,BE0755726802,1.0
1372,Danske Bank A/S,Companies and groups,6582427.08688974,21022.0,DANSKE BANK A/S,6379.0,21022.0,DK61126228,3.0
1373,Vogelbescherming Nederland,,,58.0,NEDERLANDSE VERENIGING TOT BESCHERMING VAN VOGELS,,58.0,NL40530150,1.0
1374,Ordre des avocats de Paris,,,,ORDRE DES AVOCATS A LA COUR DE PARIS,,,FR302979075,2.0
1375,Council of Bars and Law Societies of Europe,Trade unions and professional associations,,,,,,BE*110354589457,3.0
1376,EUROPEAN APPAREL AND TEXTILE CONFEDERATION,Trade and business associations,1598.30039975464,10.0,,,,BE0831158257,14.0
1377,SONAE,Companies and groups,8505288.30526471,,"EFANOR INVESTIMENTOS, SGPS, S.E.",44.0,10.0,PT500273170,6.0
1378,Democratization Policy Council,Think tanks and research institutions,200.0,3.0,,,,US312926099L,1.0
1379,The Global Association of Central Counterparties - CCP12,Trade and business associations,,,,,,NL85855529,1.0
1380,Canada 20/20 Corporation,Think tanks and research institutions,,,,,,CA274312364L,1.0
1381,European University Hospital Alliance,"Non-governmental organisations, platforms and networks and similar",,,,,,BE0772718430,
1382,European Entrepreneurs CEA-PME,Trade and business associations,,,,,,,7.0
1383,European Panel Federation,Trade and business associations,,,,,,,2.0
1384,OrangeGreen BV,,,,,,,NL76102912,1.0
1385,The Digital Circle,"Other organisations, public or mixed entities",20.9906779289246,,ING. RICHARD PORUBAN,,,SK47888709,1.0
1386,Prepaid Verband Deutschland e. V.,Trade and business associations,,3.0,,,,DE6070630832,1.0
1387,University College London,,80.0,3.0,,,,US358431236L,3.0
1388,EUROSMART,,2916.48739482975,9.0,,,,HU24124632,1.0
1389,Raytheon Technologies,Companies and groups,67074000.0,182000.0,RTX CORP,67074.0,182000.0,US060570975,1.0
1390,CLAI,Professional consultancies,,,,,,IE175635,2.0
1391,Lenovo Group Limited,Companies and groups,61946854.0,77000.0,LENOVO GROUP LIMITED,61947.0,77000.0,HK30105FH,2.0
1392,Zentralverband Deutsches Kfz-Gewerbe e.V.,Trade and business associations,,10.0,,,,DE5030040574,1.0
1393,Warner Bros. Discovery,Companies and groups,33817000.0,37500.0,"WARNER BROS. DISCOVERY, INC.",33817.0,37500.0,US352333914,8.0
1394,Cosmetics Consultants Europe,Trade unions and professional associations,,,,,,BE0652761894,1.0
1395,European Association of Research and Technology Organisations,Trade and business associations,,,,,,BE0799735801,17.0
1396,International Paralympic Committee,"Non-governmental organisations, platforms and networks and similar",,45.0,INTERNATIONAL PARALYMPIC COMMITTEE E.V. (IPC),,45.0,DE5030293657,1.0
1397,Centre National d'Etudes Spatiales,"Other organisations, public or mixed entities",1629572.73598433,,GOVERNMENT OF FRANCE,,,FR775665912,1.0
1398,Lumos Foundation,,6641.76901817322,118.0,LUMOS FOUNDATION,7.0,118.0,GB05611912,12.0
1399,The Briefing Circle,,,,MR HUGH MERRILL,,,GB06270733,1.0
1400,Green Power Denmark,Trade and business associations,,150.0,GREEN POWER DENMARK,,150.0,DK17156616,4.0
1401,Hutchison Europe - Brussels Branch,Companies and groups,,,,,,,2.0
1402,European Health Forum Gastein,"Non-governmental organisations, platforms and networks and similar",,8.0,EUROPEAN HEALTH FORUM GASTEIN EUROPÄISCHES GESUNDHEITSFORUM GASTEIN,,8.0,AT9130229714,2.0
1403,"Air-Conditioning, Heating, and Refrigeration Institute",Trade and business associations,,,"PARTNERSHIP FOR AIR CONDITIONING, HEATING, REFRIGERATION ACCREDITATION, INC.",9.0,100.0,US304478093L,2.0
1404,Polestar Performance AB,,2459058.64578758,788.0,SHUFU LI,,,SE5566533096,2.0
1405,International Federation of Pharmaceutial Manufacturers and Associations,Trade and business associations,,,,,,,2.0
1406,Croix Rouge Française,"Non-governmental organisations, platforms and networks and similar",863405.0,,CROIX ROUGE FRANCAISE,863.0,,FR775672272,1.0
1407,Portuguese Renewable Energy Association,Trade unions and professional associations,,,,,,PL101573500,2.0
1408,Equinet - the European Network of Equality Bodies,"Non-governmental organisations, platforms and networks and similar",,,,,,,5.0
