Name,Type,TR Country,Category of registration,Level of interest,Fields of interest,Lobbying cost,Members FTE,Orbis Country,Country ISO,City,BvD ID,BvD sectors,NAICS,Last year,Revenue,Shareholders funds,Assets,Nb employees,corporate group size,Entity type,GUO Name,GUO Country ISO,GUO Type,GUO NAICS,GUO Revenue,GUO Assets,GUO Nb employees,Betweenness,Closeness,Degree,Strength
Jori Keijsper,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1570530407214E-12,0.21653580196016,12,12
Vanessa Mock,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73850108883832E-12,0.228676034039185,11,11
Penelope Papandropoulos,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19730721782592E-11,0.252529667591844,70,77
Neil Kerr,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21893994216987E-13,0.203289936664321,4,4
Giedrius Alasevicius,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16217316248193,1,1
Alina-Stefania Ujupan,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52561320345994E-11,0.255851028496778,73,76
Giorgios Rossides,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21750868906797E-11,0.24107571300411,39,41
Paolo Gentiloni,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,3.40738548313483E-11,0.247123486889944,60,70
David Mueller,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40772635175812E-12,0.226497569389995,12,20
Marc Lemaître,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91020688223552E-12,0.218964961816149,10,13
Michael Hager,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39401121597267E-11,0.258651564668487,88,102
Fabrice Comptour,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84525282263328E-11,0.252127427449269,102,142
Linsey Mccallum,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84394338250082E-13,0.213507021433851,4,4
Tommy De Temmerman,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02555925989759E-11,0.24721865639709,134,177
Nereo Penalver Garcia,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95531452180311E-12,0.195694881956441,5,5
Isidro LASO BALLESTEROS,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Power,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15989299942715E-11,0.242522825060342,39,39
Filip Alexandru Negreanu Arboreanu,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76610892827653E-11,0.258091175091019,119,142
Carlos Morais-Pires,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.70037545328768E-12,0.226373324974532,17,18
Marco Piantini,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75361965581312E-12,0.22489733159462,15,18
Jivka Petkova,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45113297660498E-13,0.207793842612574,4,5
Tuure Taneli Lahti,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57674582801295E-11,0.241493897341582,41,46
Agnieszka Drzewoska,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35449130174377E-11,0.247202789722525,60,64
Laurent Bontoux,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.148310251440747,1,1
Elina Melngaile,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12479795202769E-11,0.251578489005008,49,51
Ylva Johansson,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.04491513915927E-11,0.243971960643554,60,73
Gosia Pearson,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03347154292528E-13,0.197730928505425,7,7
Peteris Ustubs,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.213109311890227,1,1
Sibylle Bikar,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18236383405598E-12,0.208913397215693,6,6
Pauline Rouch,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26466236619896E-12,0.213392675765019,9,9
Alienor Margerit,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32981898632404E-11,0.247377435238707,61,86
Agnieszka Skonieczna,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,9.48052127359065E-11,0.266348569716248,127,147
Joachim Herrmann,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0306534353199E-11,0.228576515271404,23,25
Olivér Várhelyi,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6112181659294E-11,0.226484250965327,39,48
Tina Strafela,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18460413715923E-13,0.15950031058044,3,3
Kitti Nyitrai,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74566330121685E-12,0.24256864556218,40,43
Stefano Manservisi,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maroš Šefčovič,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12611639687194E-11,0.245172925949501,44,56
Nora Bednarski,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35294598728949E-11,0.222096219270763,25,27
Adela Kabrtova,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1148562218391E-12,0.222875880027004,10,10
Anne Funch Jensen,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38122138113162E-11,0.239189385000724,46,46
Margaritis Schinas,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,8.82348135649844E-11,0.25454905934705,107,132
Thierry Breton,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09247221516852E-10,0.287623836312043,297,422
Maud Arnould,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,7.93160652607371E-14,0.174758015728978,2,2
Cristina Rueda Catry,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17524957254462E-11,0.249956736177209,47,49
Renaud Savignat,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3408620689419E-11,0.239954314193749,81,106
Jaan Mannik,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,9.26886880818438E-13,0.196898696430093,7,7
Lucrezia Busa,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15553024230166E-11,0.259925767630188,146,183
Marco Buti,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32225325932693E-12,0.165000713979723,2,2
Olympia Neocleous,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40000500253745E-13,0.185951078210492,2,2
Anna Chuchla,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.207038039096235,1,1
Guglielmo Di Cola,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9638872201208E-12,0.173498498498498,10,10
Gaëlle Michelier,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88642980570736E-11,0.230717009763792,54,69
Sonia Vila Nunez,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78289851957665E-13,0.233486229263068,5,5
Timo Pesonen,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27361737383301E-11,0.235951155762476,40,91
Natasha Bertaud,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01738591157204E-11,0.220759619426082,24,29
Ludovic Pierre,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78432667428058E-14,0.212201347951444,2,2
Marion Finke,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99601852887445E-13,0.192766461471731,4,4
Camilla Bursi,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61001790406282E-11,0.25235869660173,70,75
Ines Prainsack,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,6.70987078196465E-12,0.226182786227416,25,27
Iwona Piorko Bermig,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54540547960615E-14,0.212830619612466,2,2
Ana Gallego,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,7.30253761170244E-12,0.233651474097141,15,17
Gaelle Garnier,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53171292664824E-12,0.251321312830328,28,28
Simona Pinzariu,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08056819314483E-12,0.199582009119801,6,6
Philip Holzapfel,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06235503408785E-13,0.189435546010459,3,3
Frauke Hoss,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44817650415332E-13,0.228504192374624,6,6
Mauro Raffaele Petriccione,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28527204743659E-11,0.244018330412012,55,66
Jerzy Bogdan Plewa,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.186070853462158,1,1
Juraj Nociar,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23896732234381E-12,0.219752006390019,14,14
Ana Carla  Pereira,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4336367898626E-11,0.247398621162163,122,130
Maria Koleva,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01472793502876E-11,0.222117565645304,16,16
Kaisa Soro-Pesonen,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73578945739624E-12,0.178133719765058,4,4
Laszlo Kristoffy,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82528927221237E-12,0.172612111977533,5,5
Jasna Pajnkihar,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03079531681324E-12,0.196784686387711,7,7
Magdalena Majerczyk,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9193815616768E-12,0.215092794251782,24,24
Anna-kaisa Itkonen,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11262668908569E-15,0.204611053069608,3,3
Thor-Sten Vertmann,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.90073540994459E-11,0.253604898711674,114,122
Adina-Ioana Vălean,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24537267659347E-11,0.248928240591137,82,118
Adrienn Kiraly,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8530716483779E-12,0.186998316934231,4,4
Hugo Monteiro Brilhante Sobral,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40026207520689E-12,0.212072826047058,8,8
Sandra Gallina,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15951559282946E-11,0.218981560444975,26,31
Wojtek Talko,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52299564536352E-11,0.241655512799063,53,56
Aleska Simkic,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05132612272188E-12,0.1524185144636,4,4
Ivo Belet,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7382275048864E-12,0.219630875672388,23,24
Brenda Furniere,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31126678512924E-12,0.228789228789229,7,7
Ingrid Godkin,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65380652745131E-12,0.207052878671134,18,20
Giulio Di Blasi,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59591325506586E-12,0.211019394426385,15,15
Arunas Ribokas,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8792803251558E-11,0.239904494965224,34,36
Bjoern Seibert,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74722978110886E-12,0.242696015626641,15,17
Elzbieta Lukaniuk,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25892641271615E-11,0.229302270201619,77,97
Leila Fernandez-Stembridge,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18651139810727E-13,0.191736497137642,5,5
Per Haugaard,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,9.94412001464506E-12,0.246585574050363,23,37
Darta Tentere,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,7.99842524943384E-12,0.231335962681935,23,25
Zaneta Vegnere,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1534259511835E-11,0.248858545830462,41,50
Ruth Paserman,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59112113332829E-12,0.224552061875704,8,8
Carsten Schierenbeck,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05545127679912E-12,0.215916735182002,7,8
Roberto Reig Rodrigo,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32989981510331E-11,0.236110259711069,44,48
Rafael Tristan Daerr,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38489103415611E-14,0.179431038231001,2,2
Liliane Giardino-karlinger,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31049086635553E-12,0.238863049095607,25,25
Kerstin Jorna,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58045546917606E-11,0.255330902662689,113,164
Riccardo Maggi,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86122297508039E-11,0.260189146588606,115,123
Fabrizio Balassone,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89265720176191E-12,0.209629723698772,5,5
Baiba Aleksejuka-Tavaresa,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88163826552141E-12,0.170581201375869,5,7
Matjaz Malgaj,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03920865502786E-14,0.199406354082178,2,2
Marta Balossino,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75034174407333E-13,0.227725113813287,6,7
Mariya Gabriel,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12417994241978E-10,0.248997974399862,130,153
Natalie Pauwels,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17075863680841E-12,0.217387214508786,10,14
Valdis Dombrovskis ,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92439841245146E-11,0.266348569716248,107,138
Simon Genevaz,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0367990536006E-11,0.237850188345238,22,22
Ville Itälä,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74692877980948E-12,0.193846566793605,7,8
Olai Voionmaa,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05400829012238E-12,0.214493883536597,22,23
Andrea Nahles,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84382127508989E-12,0.241020399649576,11,12
Pablo Fabregas Martinez,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67771494538265E-11,0.240273647875902,65,74
Michele Piergiovanni,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97655546455246E-11,0.254751091317959,67,78
Roberto Viola,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66883663064915E-11,0.248965784710851,100,153
Jens Alexander Flosdorff,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.180894531678069,1,1
Agne Razmislaviciute-Palioniene,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70679057288597E-11,0.224434301252792,45,46
Pedro Serrano De Haro,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72756951101124E-12,0.197332468064758,5,5
Eduard Hulicius,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05620760798904E-12,0.234447916243964,16,17
Henrik Hololei,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,9.27563448831182E-11,0.247865631301214,133,206
Maria Luisa Llano Cardenal,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31521283636439E-11,0.243591365207859,43,56
Joanna Stawowy,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92668880815076E-11,0.228689611494844,49,55
Eleonora Ocello,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71012317169597E-11,0.24405440797533,63,71
Diana Montero Melis,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0467170909019E-11,0.239323143200364,40,42
Olivia Gippner,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21432351431938E-12,0.206247211066488,10,12
Lukas Visek,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30264899850647E-10,0.261129943502825,180,270
Anna Gallo Alvarez,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73813570682981E-14,0.190934928451039,2,2
Clarisse Albert,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.184366723043048,1,1
Mirzha De Manuel,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26154209338644E-11,0.244405431701849,31,51
Riikka Torppa,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Colombani,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1182369493775E-11,0.271295078888054,122,133
Alessio Nardi,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02472104963954E-13,0.183979237652454,2,2
Vesna Lončarić,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8645543897896E-14,0.180764357117156,3,3
Maria Krikou,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7698113132597E-13,0.184575819050205,4,4
Věra Jourová,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,8.60466061319073E-11,0.250999218003302,126,204
Christiane Canenbley,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11982249922286E-11,0.249514143813431,58,65
Monique Pariat,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18740952591361E-12,0.206989825164804,8,16
Valere Moutarlier,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64137397105155E-11,0.250688824767318,48,52
Katri Teedumae,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52035687184088E-12,0.185013209510848,4,4
Daphne von Buxhoeveden,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6356199534053E-12,0.207674335010784,14,14
Renáta Goldírová,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84744517056841E-13,0.202548730893283,4,4
Johannes Laitenberger,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin O'Connell,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19043906293018E-12,0.223790986384676,6,6
Helena Hinto,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26068659731839E-12,0.237366474938373,34,35
Mateja Munda,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54665686066769E-13,0.193237118919009,3,3
Ruben Alexander Schuster,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43864285228682E-12,0.228355170846426,16,16
Sabine Weyand,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56067022206913E-11,0.243555424404022,38,52
Sofia Asteriadi,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,6.38672916253085E-14,0.218060011322891,2,2
Jose Antonio Vieira Da Silva,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77836995137378E-16,0.209185705492596,2,2
Stella Kyriakides,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45133724932367E-11,0.249546475466482,74,116
Kevin Keary,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08476166121191E-11,0.234514531579802,25,26
Tom Snels,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09194609577857E-12,0.214342688604871,12,14
Maria Luisa Cabral,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40361847494789E-11,0.247961373390558,31,37
Josep Borrell Fontelles,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44357042668262E-12,0.204357745432679,6,7
Suvi Leinonen,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07952951546676E-11,0.233227030518327,36,38
Grave Martijn De,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32225325932693E-12,0.209827670740344,2,2
Paraskevi Michou,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12330067596309E-13,0.189410704040652,9,11
Vangelis Demiris,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61699890154655E-11,0.21652768668603,30,33
Patricia Reilly,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99840482465188E-11,0.242629766504283,47,51
Barbara Herbolzheimer,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79003444252554E-12,0.215594447346817,16,24
Christoph Nerlich,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26307531972362E-11,0.265607760205958,175,199
Nicole Dewandre,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86203115129768E-13,0.238444077589765,6,6
Ditte Juul Jørgensen,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11975982082001E-11,0.253260273972603,103,142
Mattia De Grassi,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91878568206425E-11,0.23472890893209,35,38
Fiona Knab-Lunny,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64014580489763E-13,0.193431206789762,5,5
Antonia Curdo,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.177340884325552,1,1
Olivier Smith,EU Member,,,,,,,,,,,,,,,,,,,,,,,,,,,4.10246795329357E-12,0.243565692122847,11,11
Make.org,Organization,FRANCE,Companies and groups,"European, Global, National, Regional/local","Agriculture and rural development, Culture, Environment, Youth, Regional policy, Business and industry, Climate action, Communication, Consumers, Culture and media, Digital economy and society, Education and training, Institutional affairs, Research and innovation",100000-199999,2.5,France,FR,PARIS,FR820016095,Business Services,"Advertising, Public Relations, and Related Services",2021,2607.22212317705,127.469634203911,3233.5987950182,,2,GUO,MAKE ORG,FR,Corporate,"Advertising, Public Relations, and Related Services",3,3,,2.78504191605777E-12,0.208025780434235,9,10
Lifelong Learning Platform,Organization,BELGIUM,"Non-governmental organisations, platforms and networks and similar","European, Global, National","Budget, Trade, Employment and social affairs, Environment, Youth, Justice and fundamental rights, Trans-European Networks, Sport, Borders and security, Education and training, Institutional affairs, International co-operation and development, Research and innovation",450000,8.5,Russian Federation,RU,SAINT-PETERSBURG,RU61039602,Computer Software,Computer Systems Design and Related Services,2022,349.48640316166,28.1357738124207,73.4458855558187,8,2,Controlled subs.,MR KONSTANTIN VLADIMIROVICH KRASNOSHCHEKOV,RU,One or more named individuals or families,,,,,1.18885633758922E-12,0.195874016815839,6,8
Zrzeszenie Międzynarodowych Przewoźników Drogowych w Polsce,Organization,,,,,,,Poland,PL,WARSZAWA,PL007026497,"Public Administration, Education, Health Social Services","Business, Professional, Labor, Political, and Similar Organizations",2022,3501.97654768825,22258.8491836488,25301.0138252378,66,0,Single location,,,,,,,,0,0.168410773625605,1,1
Edelman Public Relations Worldwide,Organization,BELGIUM,Professional consultancies,"European, Global, National","Agriculture and rural development, Budget, Trade, Competition, Culture, Customs, Economy, finance and the euro, Enlargement, Employment and social affairs, Energy, Environment, Taxation, Youth, Justice and fundamental rights, Regional policy, External relations, Trans-European Networks, Public health, Food safety, Sport, Transport, Banking and financial services, Borders and security, Business and industry, Climate action, Communication, Consumers, Culture and media, Digital economy and society, Education and training, Foreign affairs and security policy, Institutional affairs, Humanitarian aid and civil protection, International co-operation and development, Maritime affairs and fisheries, Research and innovation, Single market",1000000-,6,Singapore,SG,SINGAPORE,SG198300919K,Business Services,"Advertising, Public Relations, and Related Services",2022,18016.9318424732,4802.37045323074,16555.8540583974,,21,Controlled subs.,A&R COÖPERATIE U.A.,NL,Corporate,Management of Companies and Enterprises,303,280,1785,8.54605315727566E-13,0.203551359064245,4,5
Western Union,Organization,,,,,,,Malaysia,MY,"KUALA LUMPUR, FEDERAL TERRITORY",MY970512-P,"Travel, Personal & Leisure",Other Personal Services,2021,3110.63213199377,1718.15131232142,3040514.07760844,,173,Controlled subs.,WESTERN UNION CO. (THE),US,Corporate,Business Support Services,4476,8496,8900,0,0.177870480119453,1,1
"European Non-GMO Industry Association, AISBL",Organization,BELGIUM,Trade and business associations,"European, National","Agriculture and rural development, Trade, Environment, Food safety, Consumers, Research and innovation, Single market",50000-99999,1,,,,,,,,,,,,,,,,,,,,,4.47284227806405E-15,0.210776892066909,2,2
Dante International S.A.,Organization,ROMANIA,Companies and groups,"European, Regional/local","Trade, Competition, Taxation, Justice and fundamental rights, Borders and security, Consumers, Digital economy and society, Single market",25000-49999,2.25,Romania,RO,BUCURESTI SECTORUL 6,RO14399840,Retail,Electronics and Appliance Retailers,2022,1544467.44873803,284457.853198064,840481.619126515,3309,320,Controlled subs.,NASPERS LIMITED,ZA,Corporate,Cable and Other Subscription Programming,8413,65498,27573,1.7990182828752E-14,0.205876064569005,2,2
Confederación Española de Pesca,Organization,SPAIN,"Non-governmental organisations, platforms and networks and similar",Global,"Environment, External relations, Food safety, Maritime affairs and fisheries",25000-49999,0.5,Spain,ES,MADRID,ESV85109445,Business Services,Business Support Services,,,,,,0,Single location,,,,,,,,9.06900329643214E-14,0.178864431441751,2,2
The European Chamber of Commerce in Hong Kong,Organization,HONG KONG,Trade and business associations,Regional/local,"Trade, Culture, Economy, finance and the euro, Employment and social affairs, Energy, Environment, Taxation, Youth, Justice and fundamental rights, Regional policy, Trans-European Networks, Transport, Banking and financial services, Borders and security, Business and industry, Climate action, Digital economy and society, Education and training, Foreign affairs and security policy, Fraud prevention, Institutional affairs, Humanitarian aid and civil protection, International co-operation and development, Research and innovation",300000-399999,2.25,"Hong Kong SAR, China",HK,,HK0003172867,,,,,,,,0,Single location,,,,,,,,0,0.182040173296573,1,1
TIM S.p.A.,Organization,ITALY,Companies and groups,"European, Global, National, Regional/local","Trade, Competition, Culture, Employment and social affairs, Energy, Environment, Taxation, Justice and fundamental rights, Regional policy, External relations, Trans-European Networks, Business and industry, Communication, Consumers, Culture and media, Digital economy and society, Education and training, Fraud prevention, Institutional affairs, International co-operation and development, Research and innovation, Single market",500000-599999,4.5,France,FR,QUAEDYPRE,FR305243081,"Industrial, Electric & Electronic Machinery",Motor Vehicle Body and Trailer Manufacturing,2016,39139.3443546116,-24076.3129251212,18141.5786306019,587,0,Single location,,,,,,,,5.41796898566222E-12,0.243114729954344,23,32
Dyntra ivzw,Organization,,,,,,,Belgium,BE,BRUSSEL,BE0735635132,,,2022,,0.613294705748558,0.74235324382782,,0,Single location,,,,,,,,0,0.16529339398621,1,1
AXA,Organization,FRANCE,Companies and groups,"European, Global, National","Trade, Competition, Economy, finance and the euro, Employment and social affairs, Environment, Taxation, Justice and fundamental rights, External relations, Public health, Banking and financial services, Business and industry, Climate action, Consumers, Digital economy and society, Institutional affairs, Research and innovation, Single market",1250000-1499999,3.75,France,FR,PARIS,FR572093920,"Banking, Insurance & Financial Services",Insurance Carriers,2022,106035988.125205,42289603.1099558,743096663.671136,,1160,GUO,AXA SA,FR,Insurance company,Insurance Carriers,106036,743097,,2.02173196387926E-12,0.223851682520002,9,9
European Boating Association,Organization,UNITED KINGDOM,"Non-governmental organisations, platforms and networks and similar",European,"Customs, Enlargement, Energy, Environment, Taxation, Food safety, Sport, Transport, Borders and security, Business and industry, Climate action, Consumers, Education and training, Institutional affairs, Maritime affairs and fisheries, Research and innovation, Single market",25000-49999,0,,,,,,,,,,,,,,,,,,,,,0,0.206837912825562,1,1
